Date,ret_net,ret_gross,ret_bm,turnover,tcost,ret_rf,w_AU,w_CH,w_EM,w_EU,w_UK,w_JP,w_US
6/30/2019,0.012563641,0.012563641,0.066350862,0.775809261,0,0.002001901,-0.414535077,0.040905323,-0.000277213,0.015813929,-0.305365345,0.090421689,0.589460577
7/31/2019,-0.005218935,-0.005218935,0.005260895,0.982055208,0,0.002202312,0.07362653,-0.115955086,0.058608635,0.109596428,-0.009513559,0.109337094,-0.261913533
8/31/2019,0.021709565,0.021709565,-0.019903497,0.747185285,0,0.002202312,-0.280350181,0.141655471,0.150796594,0.207047008,-0.392727588,0.163357912,-0.055012896
9/30/2019,0.010641116,0.010641116,0.021827681,0.808629267,0,0.002001901,-0.581477592,-0.331483878,0.183968678,0.198060574,-0.440372354,0.753742683,0.175289314
10/31/2019,0.005398724,0.005398724,0.025727575,1.163181131,0,0.002302532,-0.744559986,-0.258675624,0.005807511,0.164665421,0.370782111,-0.073761743,0.436659897
11/30/2019,0.015446491,0.015446491,0.028378386,0.90006147,0,0.002001901,-0.688110395,-0.179330636,-0.020034276,0.047531152,1.135850043,-0.732318071,0.342804883
12/31/2019,0.040756268,0.040756268,0.030363064,1.60514549,0,0.002102101,0.086093407,0.379689385,0.087645333,-0.042036538,1.204638741,-0.514366508,-1.152149841
1/31/2020,-0.013886067,-0.013886067,-0.005781389,0.691911946,0,0.002102101,0.550927941,0.4459502,0.03335311,-0.173164156,0.936169805,-0.774356928,-0.984383478
2/29/2020,-0.005888477,-0.005888477,-0.084175821,0.924651976,0,0.001901711,0.274257218,0.200934949,0.143386831,-0.007791608,0.390158361,-0.467400057,-0.573782682
3/31/2020,0.084119894,0.084119894,-0.131686714,1.681963606,0,0.002202312,-0.192013927,1.302397855,-0.062751747,0.059008728,-0.190208124,-0.674520831,-0.038668738
4/30/2020,0.061505672,0.061505672,0.110020465,1.167957064,0,0,0.394935988,0.393840301,0.080966782,0.061653943,-0.454149472,-0.857849431,0.352553487
5/31/2020,-0.004310733,-0.004310733,0.048963633,0.612402431,0,0,0.339294013,0.357446986,0.242481109,0.192837597,-0.41812659,-0.647524596,-0.200924762
6/30/2020,0.054718527,0.054718527,0.026916609,0.571140833,0,0,0.420904974,0.652964594,0.176200529,0.103231421,-0.146468621,-0.640060046,-0.56997961
7/31/2020,0.032176015,0.032176015,0.048223417,0.209875068,0,0,0.285229718,0.701539309,0.14137203,0.135272639,-0.004599094,-0.650875694,-0.61304666
8/31/2020,-0.034686714,-0.034686714,0.067282945,0.615073806,0,0,0.46192632,0.129517276,0.176155679,0.178619754,-0.109616566,-0.362891878,-0.680645568
9/30/2020,0.00610405,0.00610405,-0.034047125,0.448987231,0,0,0.16777358,0.276736087,0.184079772,0.133985443,-0.033198626,-0.041784821,-0.671885297
10/31/2020,-0.018597454,-0.018597454,-0.030428818,0.311086811,0,0,0.016568273,0.368830684,0.135071279,0.126872447,0.034594054,0.133138999,-0.706703135
11/30/2020,0.029089787,0.029089787,0.128284036,0.227741991,0,0,-0.123163512,0.546498734,0.162905312,0.147428083,0.082317698,0.065260961,-0.694419643
12/31/2020,0.00876038,0.00876038,0.042792915,0.557674417,0,0,-0.194675641,0.433327117,-0.022723892,0.072342535,-0.022796368,0.277098462,-0.353811265
1/31/2021,-0.006641817,-0.006641817,-0.00967269,0.168206912,0,0,-0.122324307,0.380934831,0.034287508,0.083404623,-0.049461565,0.180024387,-0.378095711
2/28/2021,-0.047669723,-0.047669723,0.025991113,0.625381706,0,0,-0.291720133,0.974688211,-0.003763873,0.017392128,-0.206173798,0.074693738,-0.28285229
3/31/2021,0.01306482,0.01306482,0.033988563,0.441425595,0,0,-0.396762558,1.187581712,-0.146614164,-0.102234007,-0.038988776,0.199199577,-0.241901207
4/30/2021,-0.011415778,-0.011415778,0.046993376,0.576647348,0,0,-0.330125257,0.85031308,-0.092564692,-0.027604595,0.132022406,0.329144862,-0.539009257
5/31/2021,0.025010323,0.025010323,0.014975131,0.633890592,0,0,-0.14876564,0.372774101,-0.182439874,-0.016728576,0.35595481,0.492981751,-0.664744552
6/30/2021,-9.82E-05,-9.82E-05,0.015271244,1.148053737,0,0,-0.402797644,-0.136582881,0.040191721,0.01253829,-0.03952008,0.663790207,0.044687021
7/31/2021,-0.014525993,-0.014525993,0.018183691,0.190683712,0,0,-0.410225314,-0.350543158,0.048653094,0.022033016,0.018233912,0.698436842,0.095999157
8/31/2021,0.005267783,0.005267783,0.025248388,0.398053944,0,0,-0.351264206,-0.355530791,-0.026696315,-0.053994205,0.329662487,0.731313537,-0.168309299
9/30/2021,0.080588837,0.080588837,-0.040971687,0.773967741,0,0,-0.018189221,-0.828238858,0.088786588,0.02992113,0.237325238,0.452917921,-0.077773717
10/31/2021,-0.033814302,-0.033814302,0.056900306,0.428181042,0,0,-0.166158037,-0.595147637,0.087708968,0.007671671,0.296816315,0.20765515,0.063309234
11/30/2021,-0.030449605,-0.030449605,-0.021530962,0.449315467,0,0,0.0518756,-0.834032729,0.096151273,-0.150588365,0.2357222,0.362474952,0.106464891
12/31/2021,-0.028698821,-0.028698821,0.043063798,0.61320252,0,0,0.281157977,-0.897624474,0.245191329,0.004469894,0.272172872,-0.110143726,-0.112835923
1/31/2022,0.028371059,0.028371059,-0.052691482,0.305283835,0,0,0.309353207,-0.739443568,0.151428694,-0.085644127,0.178434507,0.014504285,-0.070577255
2/28/2022,0.026587507,0.026587507,-0.024875177,0.884213083,0,0,0.493465697,-0.52659944,-0.036994555,-0.130814404,-0.100266364,-0.36605169,0.414354649
3/31/2022,0.068947411,0.068947411,0.02814149,1.017792412,0,0,0.204973878,0.095995637,-0.148547657,-0.051921788,-0.55449996,-0.404076773,0.8583912
4/30/2022,-0.004151534,-0.004151534,-0.082672372,1.465515025,0,0,-0.161340723,-0.378090507,0.203195595,0.093563159,0.073523347,-0.102148049,0.216156625
5/31/2022,0.00061453,0.00061453,0.001526386,0.74681825,0,0,-0.207177344,-0.25347005,-0.021608387,-0.018559148,0.056120231,-0.455355304,0.846725827
6/30/2022,-0.000523558,-0.000523558,-0.086255418,0.507877975,0,0,-0.100803707,0.1298664,-0.036801783,-0.032680771,0.077434757,-0.630102649,0.552299123
7/31/2022,0.01922055,0.01922055,0.079724243,0.266760733,0,0,-0.064815108,0.345723945,-0.086756239,-0.061828583,0.058997702,-0.846627716,0.62685721
8/31/2022,-0.007649849,-0.007649849,-0.04137453,0.335360006,0,0.002302532,-0.000552059,0.203089855,0.043891878,0.005802002,-0.122530397,-0.785722593,0.555105026
9/30/2022,0.005845191,0.005845191,-0.092410236,0.658899648,0,0.002102101,0.146180361,-0.099354534,0.147529995,-0.043324132,0.179267661,-0.707819405,0.19411674
10/31/2022,0.011107006,0.011107006,0.072074337,0.891283093,0,0.002102101,0.310125418,0.1216858,-0.014474809,-0.086972856,-0.524668809,-0.455701798,0.515202855
11/30/2022,-0.032809297,-0.032809297,0.070049946,0.681661976,0,0.002102101,0.530405211,0.351134494,-0.065256969,-0.038596991,-0.348773293,-0.771565147,0.072696843
12/31/2022,-0.007428621,-0.007428621,-0.042083731,1.052164773,0,0.004208411,0.448319978,-0.540804121,0.003402531,0.100928276,-0.116730753,-0.17723247,-0.024394121
1/31/2023,0.003972401,0.003972401,0.071054471,0.429707121,0,0.004007609,0.35652742,-0.683401939,-0.058349356,0.093064901,-0.199503501,0.288452082,0.007353614
2/28/2023,0.033251735,0.033251735,-0.02361202,0.908046046,0,0.003806848,0.068662525,-0.543227001,-0.249088021,-0.011219833,0.618836947,0.062188178,-0.044033143
3/31/2023,-0.020552803,-0.020552803,0.03175242,0.445680365,0,0.004610134,0.014230674,-0.724013827,-0.279309285,-0.074319558,0.499455225,0.432545855,0.087632443
4/30/2023,-0.020906915,-0.020906915,0.018030879,0.674208756,0,0.003806848,0.081713852,-0.916474571,-0.079272121,0.031357132,0.781890384,0.505925576,-0.438767347
5/31/2023,0.0096654,0.0096654,-0.009198762,0.494869171,0,0.004409252,0.121665265,-1.050133959,-0.007142466,0.038664465,0.425089381,0.596602378,-0.169973234
6/30/2023,-0.009226946,-0.009226946,0.060874724,1.09982468,0,0.004208411,0.067136496,-0.018151263,-0.106206514,-0.001242473,0.512345527,-0.17892745,-0.326217587
7/31/2023,0.000507708,0.000507708,0.033889554,0.465762409,0,0.004007609,0.048207408,0.021799381,0.046695963,0.121892936,0.626892307,-0.128886183,-0.799107976
8/31/2023,-0.020195238,-0.020195238,-0.0234315,0.390887046,0,0.004610134,0.185448858,0.126003652,0.040803152,0.039236718,0.495278648,-0.338145467,-0.666811496
9/30/2023,0.006482398,0.006482398,-0.042705386,0.59606874,0,0.004007609,-0.098542553,0.365245164,0.082815469,0.055698665,0.239271906,-0.112070811,-0.53117237
10/31/2023,-0.004302073,-0.004302073,-0.028783661,0.396410495,0,0.004409252,-0.058256995,0.375340525,0.101656518,0.030504523,0.04588469,-0.292563692,-0.230688669
11/30/2023,0.001902737,0.001902737,0.094284801,0.258224841,0,0.004208411,-0.062709914,0.678530176,0.010837069,0.013281598,0.045183975,-0.465563296,-0.234835655
12/31/2023,0.003143617,0.003143617,0.049446571,0.693182904,0,0.004007609,-0.062308558,0.272740775,0.096837341,0.042529897,0.360328712,-0.181420346,-0.510555107
1/31/2024,0.001073746,0.001073746,0.012261946,0.509163617,0,0.004208411,-0.233288517,0.113509749,0.076363376,-0.023609501,0.320537495,0.264823612,-0.384477252
2/29/2024,-0.002881711,-0.002881711,0.042819919,0.71511298,0,0.004007609,-0.157295605,0.242632182,0.189976404,0.06469959,-0.048769293,-0.144160489,-0.136365813
3/31/2024,-0.012523014,-0.012523014,0.032802412,0.386613084,0,0.004007609,-0.13495345,0.603655391,0.124775835,0.070948028,-0.100829886,-0.219628316,-0.350330421
4/30/2024,0.000286744,0.000286744,-0.036696202,0.398519378,0,0.004409252,-0.090351576,0.319106986,0.116556973,0.090093603,-0.03192734,0.056965059,-0.438380261
5/31/2024,0.004304436,0.004304436,0.045319721,0.16832573,0,0.004409252,-0.033530225,0.299378963,0.211536654,0.094179704,-0.112902623,0.007046986,-0.474336026
6/30/2024,-0.005271225,-0.005271225,0.020679277,0.533642904,0,0.003806848,0.004982696,0.39048208,0.14194172,-0.063157659,-0.364516382,0.427853186,-0.510894051
7/31/2024,0.006635719,0.006635719,0.017890257,0.435459912,0,0.004409252,0.16669083,0.431657619,0.244269806,0.019443732,-0.356572098,-0.035821686,-0.540374273
8/31/2024,-0.014401854,-0.014401854,0.026801348,0.748262218,0,0.004409252,0.118424122,0.154498423,0.298439941,0.041124394,-0.779911017,0.510286619,-0.410638753
9/30/2024,0.031296584,0.031296584,0.018771913,0.711842481,0,0.004007609,0.23043595,-0.448877476,0.279229933,-0.007528609,-0.590240171,0.767708305,-0.228083356
10/31/2024,-0.000275867,-0.000275867,-0.01961239,0.381753317,0,0.004610134,0.04998785,-0.227502502,0.19611635,0.013079194,-0.411210116,0.702116154,-0.318985937
11/30/2024,-0.030151818,-0.030151818,0.046249963,0.375495279,0,0.004007609,-0.003389284,-0.251007558,0.26767031,0.123247351,-0.241509041,0.574547777,-0.513379203
12/31/2024,0.028078287,0.028078287,-0.025739894,0.171014909,0,0.004208411,-0.113382755,-0.207642164,0.272902882,0.214126558,-0.241370897,0.555742167,-0.439406328
1/31/2025,-0.009949842,-0.009949842,0.035539184,0.303881874,0,0.004007609,-0.090884888,-0.09850564,0.086226818,0.230650131,-0.394657394,0.589620373,-0.330078407
2/28/2025,-0.013372066,-0.013372066,-0.006877922,0.843395813,0,0.003806848,0.01877935,-0.486131707,-0.132656295,0.068880179,0.277106629,0.686396523,-0.377392484
3/31/2025,-0.008251539,-0.008251539,-0.043895745,1.118505421,0,0.004208411,0.200941359,-0.039786265,-0.677322458,-0.172913886,0.413513985,0.352979742,-0.025645378
4/30/2025,-0.016891596,-0.016891596,0.009345374,1.141264231,0,0.004208411,0.334251008,-0.412275091,-0.512933786,-0.195104111,0.062550047,-0.113316526,0.783624711
5/31/2025,0.027931491,0.027931491,0.059890762,0.429942246,0,0.004208411,0.0912417,-0.259797619,-0.613976654,-0.240419072,0.192032331,0.062467418,0.881839271
6/30/2025,0.004282378,0.004282378,0.043488264,0.434027965,0,0.004007609,0.257927955,-0.229885401,-0.55472389,-0.352211167,0.244677269,-0.331347385,0.969175715
7/31/2025,0.002352961,0.002352961,0.013121148,1.024281116,0,0.004409252,0.139949608,0.086604591,-0.382955937,-0.21439754,0.249964639,0.097009055,0.09901792
8/31/2025,-0.008566112,-0.008566112,0.026408418,1.295210055,0,0,-0.157670254,0.623461464,-0.042111741,0.076924962,-0.388934384,-0.364045203,0.19889307
9/30/2025,0.021531732,0.021531732,0.032573976,0.656486156,0,0,-0.504498331,0.601934312,0.43516533,0.293562359,-0.462971138,-0.375860515,-0.018701383
10/31/2025,-0.010469405,-0.010469405,0.020226026,0.980175127,0,0,-0.258750403,0.845838525,0.10120008,0.105211689,-0.198067024,-0.187593468,-0.516278888
