Date,ret_net,ret_gross,ret_bm,turnover,tcost,ret_rf,w_US,w_AU,w_CH,w_JP,w_UK,w_EM,w_EU
2006-10-31,0.017574495614105318,0.017574495614105318,0.036921223069855014,0.8487812164684323,0.0,0.0040999999999999995,0.7195807189103708,0.4512921520687925,-0.7148905219532633,0.14141622892965394,-0.14638202799898284,0.0,-0.43344205434246574
2006-11-30,-0.024499916168099014,-0.024499916168099014,0.025043929226053807,0.8695136446696867,0.0,0.0042,0.7144070901244772,-0.1461410672031697,-0.43283491771188204,0.42450835776288853,0.1433818764572101,0.0,-0.7278212555976231
2006-12-31,-0.019882692031393936,-0.019882692031393936,0.020609772745839194,0.321241989338878,0.0,0.004,0.7463726596369004,-0.45743657539863386,-0.15024454012219676,0.45124385353923385,0.15033525606491277,0.0,-0.7601533457516102
2007-01-31,0.01334917671597198,0.01334917671597198,0.012002475847035843,0.3154997891722375,0.0,0.0044,0.44786245862088925,-0.44266399080068625,-0.1503254864791211,0.7461363468102866,0.14750379741784977,0.0,-0.7351639488532463
2007-02-28,0.023405994897024537,0.023405994897024537,-0.004733413109958895,0.3019476219060325,0.0,0.0038,0.4317543778859872,-0.1518369758073589,-0.4335131564076703,0.762022043587571,0.14664776930021692,0.0,-0.7316680636617213
2007-03-31,-0.060340407819262365,-0.060340407819262365,0.01883460937027248,0.5984820703316998,0.0,0.0043,0.444830361806282,-0.7807478164840138,-0.15158372659075456,0.7314593512551092,0.15136190848699416,0.0,-0.4556604862928793
2007-04-30,-0.08608783826883276,-0.08608783826883276,0.044737551188138935,0.4516668925609053,0.0,0.0044,0.5279930328650724,-0.8888478269724648,-0.5412172487240691,0.8228243286904777,0.17587000693441124,0.0,-0.18271013106226017
2007-05-31,0.0052833185227199025,0.0052833185227199025,0.029036232002326745,0.4557912951115472,0.0,0.0040999999999999995,0.47953487820954976,-0.7906236405950134,-0.15335694031632874,0.7889952216815039,0.1568649976949775,0.0,-0.4761311981519691
2007-06-30,-0.022288990579708116,-0.022288990579708116,-0.0072830389662880135,0.011742481496618676,0.0,0.004,0.4675072836018001,-0.8106839156908339,-0.15555309458652766,0.7933751740946654,0.16110985735083216,0.0,-0.47804429534964427
2007-07-31,0.0050311032741681885,0.0050311032741681885,-0.021967697461999003,0.3312249791339399,0.0,0.004,0.46007601569078055,-0.7832871775952192,0.15491758526249383,0.7900739265370634,-0.15435574063816057,0.0,-0.46239350598278994
2007-08-31,0.012539984294822282,0.012539984294822282,-0.0002279066250172601,0.10388842946770595,0.0,0.0042,0.5072128903976456,-0.8132241616989684,0.1668781461420444,0.8128200444518271,-0.16478770222437034,0.0,-0.4963592327733561
2007-09-30,-0.10831763704930746,-0.10831763704930746,0.04795587953595981,0.025540820965327463,0.0,0.0032,0.5158882764582193,-0.94464209491513,0.17292883864355865,0.8508981382026224,-0.17214534468191026,0.0,-0.5312454507566676
2007-10-31,-0.09156443967030736,-0.09156443967030736,0.030927915665916794,0.918253960391663,0.0,0.0032,0.5082149559789899,-0.5405768255322586,0.2542557653923944,0.7480134226541395,0.0,-0.8006801190624894,-0.2607916391010833
