Date,ret_net,ret_gross,ret_bm,turnover,tcost,ret_rf,w_US,w_EU,w_JP,w_UK,w_AU,w_CH,w_EM
2001-02-28,0.006294080342931109,0.006294080342931109,-0.08428769373237754,0.0,0.0,0.0038,-4.554193200339202,-1.1361672071417668,2.2801380695759095,0.0,5.6868129937094505,-2.8398729210522387,0.56957634559078
2001-03-31,4.823615802863066e-06,4.823615802863066e-06,-0.0655272686679571,0.013567098103596464,0.0,0.0042,-4.555800298724487,-1.136941981595934,2.272203107485468,0.0,5.695475149868052,-2.8423277890132215,0.5673966355959273
2001-04-30,-0.015447437282526106,-0.015447437282526106,0.07430005225069602,4.2217246680864,0.0,0.0039000000000000003,-4.55137221739562,0.26580454365680245,5.075429217733856,0.0,3.4685072845793674,-2.9307004977537536,-1.3431157681031796
2001-05-31,-0.010135151249336777,-0.010135151249336777,-0.012220869933740608,2.6699926740598228,0.0,0.0032,-4.642956871565134,-1.1627589603200177,5.7997538135198665,0.0,2.3142126056996113,-2.9012415227940047,0.5828557842103427
2001-06-30,0.0069761708100217635,0.0069761708100217635,-0.030863021105020816,6.383903666678815,0.0,0.0028000000000000004,-5.8064005351971115,4.648951705803169,2.905920335887471,0.0,1.1616307593048425,-2.3220851788625145,-0.5810409161258314
2001-07-31,-0.009226300149665983,-0.009226300149665983,-0.013128855292933617,1.880939627315302,0.0,0.003,-5.950555831055267,2.972216523458186,4.755767043776858,0.0,1.1881257709910085,-2.3797290166846548,-0.595050790635793
2001-08-31,0.002769161611879719,0.002769161611879719,-0.047819612566213254,3.286664286608916,0.0,0.0031,-4.932030425317244,1.6433213362555528,4.928894685405985,0.0,3.2942875969332577,-3.2842687661101095,-1.6474352655555633
2001-09-30,-0.03208534623665365,-0.03208534623665365,-0.08808865963568435,7.285362498850534,0.0,0.0028000000000000004,-1.6066164262598925,-3.518989012470297,6.057467567988199,0.0,4.163722644736726,-5.448795401182213,0.32112528095082304
2001-10-31,-0.023623287277952675,-0.023623287277952675,0.019328349104505538,3.9530929218825395,0.0,0.0022,-2.205032568550409,-4.842690376881817,8.354243779423687,0.0,5.725567748719464,-7.4969629114590015,0.441251041470124
2001-11-30,0.016914851827479434,0.016914851827479434,0.05942339866912216,9.700777833519245,0.0,0.0017000000000000001,1.0888752051920223,-5.434868649029707,10.869249220323743,0.0,-2.1696649357760296,-8.690603774517799,4.353927785635251
2001-12-31,0.030484242890716516,0.030484242890716516,0.00642655739927922,3.291053894810432,0.0,0.0015,1.085396841087041,-2.1672430153110978,10.843411757387184,0.0,-5.414062095902751,-8.652193478430979,4.3351742340613235
2002-01-31,-0.018499532888478755,-0.018499532888478755,-0.030179445422376716,19.52943656917657,0.0,0.0014000000000000002,-10.936770453835239,5.456236772926927,8.75246581799734,0.0,2.1827945127081536,-4.379162405358387,-1.0940637773272683
2002-02-28,-0.005447807248707351,-0.005447807248707351,-0.008483058878764771,3.400285294721698,0.0,0.0013,-11.01724161811464,5.50723897706953,8.810689718776981,0.0,-1.1020716999925924,-4.406031542464837,2.2019683574768583
2002-03-31,0.02781786319363775,0.02781786319363775,0.04461351842869887,5.293232962063801,0.0,0.0013,-9.578093822585826,6.386944819456762,9.590311625182933,0.0,-6.357755335024262,-3.204415436094134,3.1908260122581638
2002-04-30,-0.027760976079373226,-0.027760976079373226,-0.0335688321381763,9.058055323573003,0.0,0.0015,-0.536405249183442,5.8840371066320944,9.07846972324576,0.0,-10.1791744731645,-6.954788413184931,2.6801003295756387
2002-05-31,-0.005991839580405542,-0.005991839580405542,0.0023893474624039346,10.038359784781587,0.0,0.0014000000000000002,6.1042409118951335,-0.5544495025610157,9.432362350505441,0.0,-7.190705521087418,-10.574717748962794,2.77727767063024
2002-06-30,-0.03904044782692623,-0.03904044782692623,-0.06034842407994079,10.675504265911366,0.0,0.0013,4.772440538119525,-5.971861697645965,11.920180984055277,0.0,-9.56639936333131,-2.3871791431954565,1.1937782341710064
2002-07-31,-0.04365228199152136,-0.04365228199152136,-0.08406593142693564,14.304298090289434,0.0,0.0015,11.925650463951555,-9.547129032907876,4.7656452332997,0.0,-2.391020463753998,-5.989381981919174,1.1925834993382753
2002-08-31,0.0006962947007913231,0.0006962947007913231,0.002190545928051124,8.332719392573841,0.0,0.0014000000000000002,9.709557024081406,-6.474038045011833,3.2371739721348036,0.0,-3.234445843201798,-9.71344664903688,6.475895835735095
2002-09-30,-0.02153773470293095,-0.02153773470293095,-0.10964976491617318,3.2658604760064556,0.0,0.0014000000000000002,9.740193246567577,-6.4962840905109145,6.484570648693608,0.0,-3.248616904042106,-9.739075593404273,3.237674957993178
2002-10-31,-7.207433609383038e-05,-7.207433609383038e-05,0.07398839582541217,6.727974798495393,0.0,0.0014000000000000002,9.881272785351374,-6.584495120061247,6.585174503067066,0.0,-9.881376046636019,-3.290455659262215,3.289807463204947
2002-11-30,0.01993039316461643,0.01993039316461643,0.05413744826486555,0.36704160810236397,0.0,0.0012,10.069829822137322,-6.713656510294912,6.707777465631266,0.0,-10.057479283923753,-3.351850566683853,3.3653094662985468
2002-12-31,-8.698474462135548e-05,-8.698474462135548e-05,-0.04821259386869514,3.522446898435096,0.0,0.0011,10.210841210426794,-10.204142060776421,6.800658397713183,0.0,-6.8010996425249965,-3.4073629087329005,3.4010180191497206
2003-01-31,-0.0035075478661462894,-0.0035075478661462894,-0.030203629213024774,12.162513451365008,0.0,0.001,12.517248462689786,-10.019377449802871,-2.5057282637404703,0.0,1.2510225714854597,-6.259896084280812,5.013223215782765
