Date,ret_net,ret_gross,ret_bm,turnover,tcost,ret_rf,w_US,w_EU,w_JP,w_UK,w_AU,w_CH,w_EM
2008-12-31,-0.015711340620149884,-0.015711340620149884,0.0554356770971014,0.21308236613669695,0.0,0.0,-0.36942009198750864,0.20452244031131375,-0.600740574803458,0.35710126539741605,0.5921989639897691,-0.1993733435276821,0.0
2009-01-31,0.05186728320583843,0.05186728320583843,-0.06090081147641435,0.7882586740596028,0.0,0.0,0.0,-0.15134447327903977,-0.5055338563997319,0.5094075144813048,0.30911972893872863,-0.3198633038702037,0.21008167333478026
2009-02-28,0.045400132343343884,0.045400132343343884,-0.05747671933025578,0.6959795877893334,0.0,0.0001,-0.3023044163276012,0.14873828104143968,-0.4494963914190551,0.31167483860710166,0.48728151353102517,-0.1504936930895663,0.0
2009-03-31,0.036131118327317586,0.036131118327317586,0.044150762617619854,0.17020056358953528,0.0,0.0002,-0.5172138775040838,0.1725733686804999,-0.322554903912013,0.3263841057513489,0.547627623935027,-0.17068519862346132,0.0
2009-04-30,0.03287148182228684,0.03287148182228684,0.04329354048696654,0.24268191477108253,0.0,0.0001,-0.5029563490967316,0.17862364335850106,-0.3330741969736185,0.5140620182298179,0.3403396162085428,-0.16412324990422478,0.0
2009-05-31,0.044064012182113345,0.044064012182113345,0.05704479693938258,0.1151495925680297,0.0,0.0,-0.47558727982322,0.16859231028484026,-0.3309975878929171,0.5143162267610392,0.33260074818124064,-0.16486040532886956,0.0
2009-06-30,-0.006113029317600835,-0.006113029317600835,-0.0010359375830089057,0.2340758556189419,0.0,0.0001,-0.28622824110807027,0.13977649390310104,-0.43869139419647935,0.4226727502333437,0.29819725835742067,-0.14183989650691667,0.0
2009-07-31,0.031652938654660144,0.031652938654660144,0.04587420128584596,0.1419758284949207,0.0,0.0001,-0.31038300381721784,0.16081699139506447,-0.45545305217294585,0.31753901184632055,0.4809553642036795,-0.16182237280024073,0.0
2009-08-31,0.01857616091509944,0.01857616091509944,0.029345260561444375,0.32319720373742,0.0,0.0001,-0.14597217744169436,0.1493887626180291,-0.4339080747838742,0.4432090687068649,0.3034647941398337,-0.29760621232405965,0.0
2009-09-30,0.033559574252492036,0.033559574252492036,0.030475927964169314,0.32669335136876454,0.0,0.0001,0.14523202561110035,-0.148051507207909,-0.41394623836432315,0.4302862470657452,0.3109619079392246,-0.29092286079134594,0.0
2009-10-31,0.023305630562662626,0.023305630562662626,-0.007236555507759035,0.47528425112755096,0.0,0.0,0.2915943812129144,-0.28541206605910585,-0.43646270780841623,0.4495446540429337,0.0,-0.14910241313806405,0.15314378231240064
2009-11-30,-0.004956858952109998,-0.004956858952109998,0.035934488404395504,0.6330620951067082,0.0,0.0,0.5093102788253987,-0.3344451835206043,-0.15695317063000097,0.3320421249854328,-0.4951805067374684,0.0,0.14026959812513212
2009-12-31,-0.0012611012477645534,-0.0012611012477645534,-0.020050953989246723,0.18319664238950722,0.0,0.0001,0.5058016043304379,-0.33664361091173994,0.0,0.3388208953614853,-0.5084895248706949,-0.1686391475823243,0.1678886824250714
2010-01-31,0.03761079390309256,0.03761079390309256,-0.01814797878509966,1.013141732740877,0.0,0.0,0.31903636590244705,0.14958671470235904,0.5013701642106834,-0.31520355297554103,-0.4579166777317964,-0.15926222020505945,0.0
2010-02-28,-0.0044320241416534074,-0.0044320241416534074,0.007916683652136047,0.35225786288694383,0.0,0.0,0.5044521973627017,0.0,0.3309294478827468,-0.3217690457625884,-0.49845794372722,-0.16724075560867135,0.14765407571137784
2010-03-31,-0.03602386782542369,-0.03602386782542369,0.018826384703533483,0.6741781575828781,0.0,0.0001,0.5198101463435937,0.0,-0.3439382695464817,0.34554581162945475,-0.5310903611963607,-0.17287542416318127,0.1465242291075516
2010-04-30,0.003175974056712081,0.003175974056712081,-0.0016121623446596622,0.710492467722579,0.0,0.0001,0.481472843732064,0.2987399204991758,0.0,-0.15604439410992205,-0.4726565813689348,-0.2986974855511439,0.150361670855473
2010-05-31,0.06663857622591995,0.06663857622591995,-0.05016807296540693,0.05480088978264476,0.0,0.0001,0.45240921617126495,0.2875383324121786,0.0,-0.1468240313080331,-0.41218140720134483,-0.29379965102356864,0.179496117175423
2010-06-30,0.01814655049684201,0.01814655049684201,-0.00566764773747408,1.1929494023765521,0.0,0.0001,-0.43964101024979696,0.45801595420385877,-0.3043116807440355,0.15087163806791862,-0.14946535216316176,0.0,0.3026770013820589
2010-07-31,0.03430651225972188,0.03430651225972188,0.05602284401903579,0.4602564624853409,0.0,0.0001,-0.1655434383171905,0.5281996025044462,-0.3202584653899356,0.17441889735825658,0.0,-0.48885682734017255,0.3063467434443177
2010-08-31,0.006040901763924675,0.006040901763924675,-0.005622721748295145,0.20586977759660752,0.0,0.0001,0.0,0.4443117928405615,-0.3106200143927555,0.15494324196735731,-0.15467416578269855,-0.48885878580007863,0.36093883293153856
2010-09-30,-0.00569661532544765,-0.00569661532544765,0.05401498499005508,0.36403122027073986,0.0,0.0001,-0.17626950214316106,0.5482396779640862,-0.33979867009597,0.0,0.1830950266027956,-0.5129497697863241,0.2919866221331257
2010-10-31,0.00548500743063573,0.00548500743063573,0.024511799107974186,0.41302597344355035,0.0,0.0001,0.16665275044128527,0.5103615891385765,-0.32474776448891857,0.0,-0.16490718980412558,-0.4943004690706396,0.31242609121445775
2010-11-30,-0.06042284941253568,-0.06042284941253568,-0.035641180625231916,0.2089122298651104,0.0,0.0001,0.1752902686324058,0.4605457834281226,-0.5390225797236539,0.0,-0.16954743264113728,-0.33510315014921077,0.34741426104093787
2010-12-31,-0.01843953055675983,-0.01843953055675983,0.04353733766643564,0.8683401164953615,0.0,0.0001,-0.3469272656482532,0.5226529681490748,0.0,-0.17401877911314784,0.17841697643702084,-0.5315934645929397,0.33303003421148525
2011-01-31,0.05314290904223763,0.05314290904223763,0.010743508941234214,0.7204445992347686,0.0,0.0001,0.16523837648834463,0.5298767856130568,-0.3266408837463995,0.0,-0.15737534465527622,-0.48665309287930225,0.3286970682218141
2011-02-28,-0.017360475413272576,-0.017360475413272576,0.0190644575543637,0.19654425920182286,0.0,0.0001,0.3295323398284473,0.4900183107441684,-0.33393716298624143,0.0,-0.16592824990103555,-0.49707079095462,0.16002507785600867
2011-03-31,0.020917962805692206,0.020917962805692206,-0.003051022737709519,0.3537712176621428,0.0,0.0001,0.3172916166172157,0.4754501778696864,-0.14387771170205021,-0.31153867811116837,0.0,-0.4670949769336076,0.15068753506561625
2011-04-30,-0.016220932045671932,-0.016220932045671932,0.03750411430851641,0.4967444118853175,0.0,0.0,0.4961846509964129,0.34792683480796704,-0.3216562081477803,0.0,-0.16779732381779186,-0.5310386844047471,0.1601597985202674
2011-05-31,-0.018668247895867462,-0.018668247895867462,-0.010207354123056067,0.37335949499085697,0.0,0.0,0.4737153221783852,0.0,-0.3143693650804936,0.3110157416762885,-0.1523711213278074,-0.48921566501566593,0.15255683967342584
2011-06-30,0.002124042499999419,0.002124042499999419,-0.0063450298526877,0.34505898132735435,0.0,0.0,0.4798253512686814,-0.16380042890509922,0.0,0.3168547766209499,-0.3204214642300801,-0.46666750556427544,0.1563333133098228
2011-07-31,-0.006077150762040705,-0.006077150762040705,0.0034492578744269586,0.029318461001487633,0.0,0.0,0.48041479187940983,-0.15215100807468546,0.0,0.32775054482853766,-0.3192008559403913,-0.4913563416048109,0.1484657181498995
2011-08-31,0.02154219474366824,0.02154219474366824,-0.021754568971800836,0.19045677912199557,0.0,0.0001,0.47158886433475944,0.0,-0.15379996999007325,0.3067631862717273,-0.31772467873286464,-0.4634709155691,0.1781857084292194
2011-09-30,0.049041375713854474,0.049041375713854474,-0.04901482962333048,0.2181198469161272,0.0,0.0,0.46402449404742563,-0.1468387851726855,0.0,0.3038090495956566,-0.28101520892617,-0.44586410565696455,0.1549259318265923
2011-10-31,0.1196145453967416,0.1196145453967416,0.0475102549953923,1.2696060264245432,0.0,0.0,0.18133680645700437,0.3754483730949185,-0.32413596837957326,0.0,0.5724619708442725,-0.528827422542108,-0.1566692140777725
2011-11-30,0.0007001052950597192,0.0007001052950597192,-0.019006452021246845,0.7688707375067798,0.0,0.0,0.25554947326873667,0.36097823060955936,0.0,0.12377067772913124,-0.23799411930925327,-0.3612327353859725,-0.14037142161714178
