Date,ret_net,ret_gross,ret_bm,turnover,tcost,ret_rf,w_AU,w_CH,w_EM,w_EU,w_JP,w_UK,w_US
2001-01-31,0.03228844088174491,0.03228844088174491,0.019407621548701348,0.0,0.0,0.0054,0.9945718775413078,0.05242850992024049,0.0,-0.5715873813594878,0.6899241815032772,-0.8707918745531086,-0.2622568721704843
2001-02-28,-0.003241700187760703,-0.003241700187760703,-0.08428769373237754,1.4943238848172593,0.0,0.0038,1.0983509421967093,-0.8779421267135743,0.0,-0.5457706354716502,0.1108796732450204,0.43302492304455925,-0.221784476488825
2001-03-31,-0.0073002155202374006,-0.0073002155202374006,-0.0655272686679571,0.44276971773896573,0.0,0.0042,0.882726706617585,-1.1201031933275227,0.0,-0.4233955894457613,0.2219052489182305,0.5422669221655313,-0.11070031044829966
2001-04-30,0.007250808573656873,0.007250808573656873,0.07430005225069602,0.6286922496882948,0.0,0.0039000000000000003,0.9760146929561784,-0.8613588517935933,0.0,-0.5585086593383658,-0.25884394946605527,0.6594580935493225,0.05048948266617016
2001-05-31,-0.004285950926556968,-0.004285950926556968,-0.012220869933740608,0.3198284778064531,0.0,0.0032,0.9771798366392809,-0.8781416541283357,0.0,-0.24404482387354415,-0.5723787973687038,0.6615927847164096,0.05150670308833586
2001-06-30,-0.019579255395734435,-0.019579255395734435,-0.030863021105020816,0.3116607752495361,0.0,0.0028000000000000004,0.9804408863465818,-0.8883882412140539,0.0,0.05189495015331174,-0.5689341892863028,0.6640097517962283,-0.2586024131914999
2001-07-31,0.01016414544973286,0.01016414544973286,-0.013128855292933617,0.3215300354133038,0.0,0.003,0.9777946926155602,-0.8787011544140513,0.0,-0.2700024407599395,-0.5626519702930917,0.6907108293441523,0.053014188957102686
2001-08-31,0.03945288415357649,0.03945288415357649,-0.047819612566213254,1.8549926963392558,0.0,0.0031,-0.8876371431858616,-0.22109286583344923,0.0,0.11567519858863405,-0.5515847268482411,1.138382111475254,0.445710309957241
2001-09-30,0.018972335961781314,0.018972335961781314,-0.08808865963568435,0.39075534617196206,0.0,0.0028000000000000004,-0.8597513509771945,0.10791399559354607,0.0,-0.21490714457736695,-0.5373579454209075,1.0825058354117205,0.4405689459319838
2001-10-31,0.01801310135808698,0.01801310135808698,0.019328349104505538,0.3548688512383699,0.0,0.0022,-0.888781957061951,0.11350095894566645,0.0,-0.5653934729746719,-0.2231166118351729,1.127853376868436,0.4539508074157806
2001-11-30,-0.03492517304576524,-0.03492517304576524,0.05942339866912216,1.0220761326586338,0.0,0.0017000000000000001,-0.8784885198253852,0.10800900945014076,0.0,0.4317384260237008,-0.5481100114951998,1.0660236392969529,-0.21409771649597423
2001-12-31,-0.018485321914332595,-0.018485321914332595,0.00642655739927922,0.34192908734717675,0.0,0.0015,-0.862296672398759,-0.21094456080739907,0.0,0.4138345382068118,-0.5418211351248068,1.0762230463742268,0.10651946183559388
2002-01-31,-0.007577528125268555,-0.007577528125268555,-0.030179445422376716,0.3358940675741375,0.0,0.0014000000000000002,-0.5397660371066808,-0.21571817349577646,0.0,0.4241699226718935,-0.8513256178674065,1.0663595904429743,0.10870278722972754
2002-02-28,0.002072753654458758,0.002072753654458758,-0.008483058878764771,0.8406773927409897,0.0,0.0013,-0.8664977182620837,-0.2548869412798381,0.0,0.05133264977489282,-0.563034336208802,0.9645471059436694,0.6706119936866201
2002-03-31,-0.03379924780940609,-0.03379924780940609,0.04461351842869887,0.24081611546774606,0.0,0.0013,-0.8723108828075993,-0.21872555633086746,0.0,0.10756998109316024,-0.5538106395261314,1.0795102345662593,0.42396761519577303
2002-04-30,0.04446359998693172,0.04446359998693172,-0.0335688321381763,0.2284061339991851,0.0,0.0015,-0.8654912560100643,-0.25707276032261955,0.0,0.05313200002183112,-0.5610836158579717,0.9949734386924808,0.6800057934632752
2002-05-31,0.00026954676960102685,0.00026954676960102685,0.0023893474624039346,0.8276175634018677,0.0,0.0014000000000000002,-0.9276064320688093,-0.6399186079583911,0.0,-0.05031635230355948,0.24497817448544534,0.8297646547766283,0.5433681098382867
2002-06-30,0.03223386064809303,0.03223386064809303,-0.06034842407994079,0.23997453210860126,0.0,0.0013,-0.8734133483394457,-0.5903152881494237,0.0,-0.3146358407008384,0.2927470732746415,0.9267108963784145,0.5911403681847448
2002-07-31,0.04425312041914265,0.04425312041914265,-0.08406593142693564,0.22722495584940927,0.0,0.0015,-0.8411394936843494,-0.5506221390395402,0.0,-0.2486470919657003,0.04950779392797931,0.9727645247918703,0.6623895263888826
2002-08-31,-0.005382754227063567,-0.005382754227063567,0.002190545928051124,1.5287566535006525,0.0,0.0014000000000000002,0.5117442160363177,-1.026530217897163,0.0,-0.4151700870627989,0.2071527544043506,0.821930600074998,-0.10451001978276743
2002-09-30,-0.020545353740091178,-0.020545353740091178,-0.10964976491617318,0.21895914319113244,0.0,0.0014000000000000002,0.5262441243602213,-0.9332398317621722,0.0,-0.6379317460654358,0.23780623252821056,0.8358643468051005,-0.049288479606016025
2002-10-31,-0.0007297803590689254,-0.0007297803590689254,0.07398839582541217,0.24253080691010145,0.0,0.0014000000000000002,0.5618742459545005,-0.8419253090500938,0.0,-0.5574022317366235,0.28471564590348325,0.8306229474310661,-0.2786150788614015
2002-11-30,0.0006971337266264647,0.0006971337266264647,0.05413744826486555,2.8078958629381203,0.0,0.0012,-0.5653546115598964,-0.28551603491913424,0.0,0.28440201667697207,0.8500355618450525,-0.8380662169700888,0.5551964186537213
