Date,AU,GB,CH,JP,EU,US,EM
1977-08-01,0.1325967,,,,,0.047549,0.08
1977-09-01,0.1325967,,,,,0.047549,0.08
1977-10-01,0.0937496,,,,,0.04289125,0.08
1977-11-01,0.0937496,,,,,0.04289125,0.08
1977-12-01,0.0937496,,,,,0.04289125,0.08
1978-01-01,0.086735,,,,,0.03809775,0.11
1978-02-01,0.086735,,,,,0.03809775,0.11
1978-03-01,0.086735,,,,,0.03809775,0.11
1978-04-01,0.0796018,,,,,0.04341525,0.11
1978-05-01,0.0796018,,,,,0.04341525,0.11
1978-06-01,0.0796018,,,,,0.04341525,0.11
1978-07-01,0.0780492,,,,,0.02527425,0.11
1978-08-01,0.0780492,,,,,0.02527425,0.11
1978-09-01,0.0780492,,,,,0.02527425,0.11
1978-10-01,0.0761908,,,,,0.01870825,0.11
1978-11-01,0.0761908,,,,,0.01870825,0.11
1978-12-01,0.0761908,,,,,0.01870825,0.11
1979-01-01,0.0798125,,,,,0.00461625,0.08
1979-02-01,0.0798125,,,,,0.00461625,0.08
1979-03-01,0.0798125,,,,,0.00461625,0.08
1979-04-01,0.0875576,,,,,0.0031885,0.08
1979-05-01,0.0875576,,,,,0.0031885,0.08
1979-06-01,0.0875576,,,,,0.0031885,0.08
1979-07-01,0.0950224,,,,,-0.0094005,0.08
1979-08-01,0.0950224,,,,,-0.0094005,0.08
1979-09-01,0.0950224,,,,,-0.0094005,0.08
1979-10-01,0.1017695,,,,,-0.01763475,0.08
1979-11-01,0.1017695,,,,,-0.01763475,0.08
1979-12-01,0.1017695,,,,,-0.01763475,0.08
1980-01-01,0.1043478,,,,,-0.006198,0.08
1980-02-01,0.1043478,,,,,-0.006198,0.08
1980-03-01,0.1043478,,,,,-0.006198,0.08
1980-04-01,0.1101693,,,,,-0.0176955,0.08
1980-05-01,0.1101693,,,,,-0.0176955,0.08
1980-06-01,0.1101693,,,,,-0.0176955,0.08
1980-07-01,0.0991736,,,,,0.00235525,0.08
1980-08-01,0.0991736,,,,,0.00235525,0.08
1980-09-01,0.0991736,,,,,0.00235525,0.08
1980-10-01,0.0923696,,,,,0.022637,0.08
1980-11-01,0.0923696,,,,,0.022637,0.08
1980-12-01,0.0923696,,,,,0.022637,0.08
1981-01-01,0.0944882,,,,,0.02056275,0.05
1981-02-01,0.0944882,,,,,0.02056275,0.05
1981-03-01,0.0944882,,,,,0.02056275,0.05
1981-04-01,0.0839697,,,,,0.02486825,0.05
1981-05-01,0.0839697,,,,,0.02486825,0.05
1981-06-01,0.0839697,,,,,0.02486825,0.05
1981-07-01,0.0902256,,,,,0.02400525,0.05
1981-08-01,0.0902256,,,,,0.02400525,0.05
1981-09-01,0.0902256,,,,,0.02400525,0.05
1981-10-01,0.1102944,,,,,0.01054625,0.05
1981-11-01,0.1102944,,,,,0.01054625,0.05
1981-12-01,0.1102944,,,,,0.01054625,0.05
1982-01-01,0.1079136,,,,,0.02219,0.09
1982-02-01,0.1079136,,,,,0.02219,0.09
1982-03-01,0.1079136,,,,,0.02219,0.09
1982-04-01,0.1091548,,,,,0.0253955,0.09
1982-05-01,0.1091548,,,,,0.0253955,0.09
1982-06-01,0.1091548,,,,,0.0253955,0.09
1982-07-01,0.1241378,,,,,0.027112,0.09
1982-08-01,0.1241378,,,,,0.027112,0.09
1982-09-01,0.1241378,,,,,0.027112,0.09
1982-10-01,0.1125827,,,,,0.027752,0.09
1982-11-01,0.1125827,,,,,0.027752,0.09
1982-12-01,0.1125827,,,,,0.027752,0.09
1983-01-01,0.1136363,,,,,0.03806925,0.11
1983-02-01,0.1136363,,,,,0.03806925,0.11
1983-03-01,0.1136363,,,,,0.03806925,0.11
1983-04-01,0.111111,,,,,0.04734775,0.11
1983-05-01,0.111111,,,,,0.04734775,0.11
1983-06-01,0.111111,,,,,0.04734775,0.11
1983-07-01,0.0920248,,,,,0.0500325,0.11
1983-08-01,0.0920248,,,,,0.0500325,0.11
1983-09-01,0.0920248,,,,,0.0500325,0.11
1983-10-01,0.0863092,,,,,0.0469865,0.11
1983-11-01,0.0863092,,,,,0.0469865,0.11
1983-12-01,0.0863092,,,,,0.0469865,0.11
1984-01-01,0.058309,,,,,0.0420245,0.15
1984-02-01,0.058309,,,,,0.0420245,0.15
1984-03-01,0.058309,,,,,0.0420245,0.15
1984-04-01,0.04,,,,,0.0361635,0.15
1984-05-01,0.04,,,,,0.0361635,0.15
1984-06-01,0.04,,,,,0.0361635,0.15
1984-07-01,0.0365166,,,,,0.03718975,0.15
1984-08-01,0.0365166,,,,,0.03718975,0.15
1984-09-01,0.0365166,,,,,0.03718975,0.15
1984-10-01,0.0246576,,,,,0.031828,0.15
1984-11-01,0.0246576,,,,,0.031828,0.15
1984-12-01,0.0246576,,,,,0.031828,0.15
1985-01-01,0.044077,,,,,0.0388345,0.13
1985-02-01,0.044077,,,,,0.0388345,0.13
1985-03-01,0.044077,,,,,0.0388345,0.13
1985-04-01,0.0659341,,,,,0.03270975,0.13
1985-05-01,0.0659341,,,,,0.03270975,0.13
1985-06-01,0.0659341,,,,,0.03270975,0.13
1985-07-01,0.0758808,,,,,0.02814,0.13
1985-08-01,0.0758808,,,,,0.02814,0.13
1985-09-01,0.0758808,,,,,0.02814,0.13
1985-10-01,0.0828879,,,,,0.029677,0.13
1985-11-01,0.0828879,,,,,0.029677,0.13
1985-12-01,0.0828879,,,,,0.029677,0.13
1986-01-01,0.0923485,,,,,0.03135775,0.09
1986-02-01,0.0923485,,,,,0.03135775,0.09
1986-03-01,0.0923485,,,,,0.03135775,0.09
1986-04-01,0.0850516,,,,,0.03356925,0.09
1986-05-01,0.0850516,,,,,0.03356925,0.09
1986-06-01,0.0850516,,,,,0.03356925,0.09
1986-07-01,0.0881614,,,,,0.0275555,0.09
1986-08-01,0.0881614,,,,,0.0275555,0.09
1986-09-01,0.0881614,,,,,0.0275555,0.09
1986-10-01,0.0962963,,,,,0.026883,0.09
1986-11-01,0.0962963,,,,,0.026883,0.09
1986-12-01,0.0962963,,,,,0.026883,0.09
1987-01-01,0.0942029,,,,,0.02863575,0.12
1987-02-01,0.0942029,,,,,0.02863575,0.12
1987-03-01,0.0942029,,,,,0.02863575,0.12
1987-04-01,0.0926366,,,,,0.02691325,0.12
1987-05-01,0.0926366,,,,,0.02691325,0.12
1987-06-01,0.0926366,,,,,0.02691325,0.12
1987-07-01,0.0833332,,,,,0.027282,0.12
1987-08-01,0.0833332,,,,,0.027282,0.12
1987-09-01,0.0833332,,,,,0.027282,0.12
1987-10-01,0.0720719,,,,,0.0217075,0.12
1987-11-01,0.0720719,,,,,0.0217075,0.12
1987-12-01,0.0720719,,,,,0.0217075,0.12
1988-01-01,0.0684326,,,,,0.01527125,0.11
1988-02-01,0.0684326,,,,,0.01527125,0.11
1988-03-01,0.0684326,,,,,0.01527125,0.11
1988-04-01,0.0717392,,,,,0.0275255,0.11
1988-05-01,0.0717392,,,,,0.0275255,0.11
1988-06-01,0.0717392,,,,,0.0275255,0.11
1988-07-01,0.0726496,,,,,0.0281015,0.11
1988-08-01,0.0726496,,,,,0.0281015,0.11
1988-09-01,0.0726496,,,,,0.0281015,0.11
1988-10-01,0.0756304,,,,,0.0290835,0.11
1988-11-01,0.0756304,,,,,0.0290835,0.11
1988-12-01,0.0756304,,,,,0.0290835,0.11
1989-01-01,0.0681819,,,,,0.02415625,0.04
1989-02-01,0.0681819,,,,,0.02415625,0.04
1989-03-01,0.0681819,,,,,0.02415625,0.04
1989-04-01,0.0750506,,,,,0.01590625,0.04
1989-05-01,0.0750506,,,,,0.01590625,0.04
1989-06-01,0.0750506,,,,,0.01590625,0.04
1989-07-01,0.0796812,,,,,0.01503975,0.04
1989-08-01,0.0796812,,,,,0.01503975,0.04
1989-09-01,0.0796812,,,,,0.01503975,0.04
1989-10-01,0.0781249,,,,,0.016965,0.04
1989-11-01,0.0781249,,,,,0.016965,0.04
1989-12-01,0.0781249,,,,,0.016965,0.04
1990-01-01,0.0870406,,,,,0.02076675,0.04
1990-02-01,0.0870406,,,,,0.02076675,0.04
1990-03-01,0.0870406,,,,,0.02076675,0.04
1990-04-01,0.0773586,,,,,0.02246325,0.04
1990-05-01,0.0773586,,,,,0.02246325,0.04
1990-06-01,0.0773586,,,,,0.02246325,0.04
1990-07-01,0.0608856,,,,,0.0094925,0.04
1990-08-01,0.0608856,,,,,0.0094925,0.04
1990-09-01,0.0608856,,,,,0.0094925,0.04
1990-10-01,0.0688406,,,,,-0.0021025,0.04
1990-11-01,0.0688406,,,,,-0.0021025,0.04
1990-12-01,0.0688406,,,,,-0.0021025,0.04
1991-01-01,0.0480428,,,,,0.00724725,0.09
1991-02-01,0.0480428,,,,,0.00724725,0.09
1991-03-01,0.0480428,,,,,0.00724725,0.09
1991-04-01,0.033275,,,,,0.0187515,0.09
1991-05-01,0.033275,,,,,0.0187515,0.09
1991-06-01,0.033275,,,,,0.0187515,0.09
1991-07-01,0.0313044,,,,,0.02810375,0.09
1991-08-01,0.0313044,,,,,0.02810375,0.09
1991-09-01,0.0313044,,,,,0.02810375,0.09
1991-10-01,0.0152543,,,,,0.02524925,0.09
1991-11-01,0.0152543,,,,,0.02524925,0.09
1991-12-01,0.0152543,,,,,0.02524925,0.09
1992-01-01,0.0169779,,,,,0.02300675,0.14
1992-02-01,0.0169779,,,,,0.02300675,0.14
1992-03-01,0.0169779,,,,,0.02300675,0.14
1992-04-01,0.0118645,,,,,0.0309915,0.14
1992-05-01,0.0118645,,,,,0.0309915,0.14
1992-06-01,0.0118645,,,,,0.0309915,0.14
1992-07-01,0.0084317,,,,,0.0250155,0.14
1992-08-01,0.0084317,,,,,0.0250155,0.14
1992-09-01,0.0084317,,,,,0.0250155,0.14
1992-10-01,0.0033388,,,,,0.0260045,0.14
1992-11-01,0.0033388,,,,,0.0260045,0.14
1992-12-01,0.0033388,,,,,0.0260045,0.14
1993-01-01,0.0116861,,,,,0.0316075,0.14
1993-02-01,0.0116861,,,,,0.0316075,0.14
1993-03-01,0.0116861,,,,,0.0316075,0.14
1993-04-01,0.0184254,,,,,0.03094225,0.14
1993-05-01,0.0184254,,,,,0.03094225,0.14
1993-06-01,0.0184254,,,,,0.03094225,0.14
1993-07-01,0.021739,,,,,0.02975,0.14
1993-08-01,0.021739,,,,,0.02975,0.14
1993-09-01,0.021739,,,,,0.02975,0.14
1993-10-01,0.018303,,,,,0.029619,0.14
1993-11-01,0.018303,,,,,0.029619,0.14
1993-12-01,0.018303,,,,,0.029619,0.14
1994-01-01,0.0148515,,,,,0.03046075,0.13
1994-02-01,0.0148515,,,,,0.03046075,0.13
1994-03-01,0.0148515,,,,,0.03046075,0.13
1994-04-01,0.0180921,,,,,0.03031,0.13
1994-05-01,0.0180921,,,,,0.03031,0.13
1994-06-01,0.0180921,,,,,0.03031,0.13
1994-07-01,0.01964,,,,,0.0248725,0.13
1994-08-01,0.01964,,,,,0.0248725,0.13
1994-09-01,0.01964,,,,,0.0248725,0.13
1994-10-01,0.0261437,,,,,0.027192,0.13
1994-11-01,0.0261437,,,,,0.027192,0.13
1994-12-01,0.0261437,,,,,0.027192,0.13
1995-01-01,0.0373984,,,0.013031286,,0.0250485,0.11
1995-02-01,0.0373984,,,0.013031286,,0.0250485,0.11
1995-03-01,0.0373984,,,0.013031286,,0.0250485,0.11
1995-04-01,0.0452343,,,0.028232201,,0.0239225,0.11
1995-05-01,0.0452343,,,0.028232201,,0.0239225,0.11
1995-06-01,0.0452343,,,0.028232201,,0.0239225,0.11
1995-07-01,0.0513643,,,0.028447718,,0.025716,0.11
