DATE,MKT-RF,SMB,HML,UMD,BAB,RMW,CMA
31-05-06,-0.0356,-0.029,0.0238,-0.0366,0.0495,0.0087,0.0153
30-06-06,-0.0034,-0.0024,0.0085,0.0155,0.0161,0.0132,-0.0013
31-07-06,-0.0077,-0.036,0.0262,-0.0204,0.0913,0.0163,0.0084
31-08-06,0.0203,0.0045,-0.0195,-0.0336,-0.0349,-0.0181,0.0214
30-09-06,0.0184,-0.0139,0.0006,-0.0098,-0.0045,0.0078,0.0046
31-10-06,0.0322,0.0198,-0.0033,-0.0025,-0.011,-0.0011,0.0032
30-11-06,0.017,0.0063,0.0004,-0.0104,-0.0189,0.002,-0.008
31-12-06,0.0085,-0.0081,0.0274,0.0079,0.0149,-0.0065,0.0188
31-01-07,0.0138,0.0002,-0.0068,0.0017,-0.0304,0.0019,0.004
28-02-07,-0.0196,0.0133,-0.0008,-0.0129,-0.0136,-0.0052,-0.0066
31-03-07,0.0071,0.0014,-0.0088,0.0258,-0.0018,0.0055,-0.0067
30-04-07,0.0349,-0.0208,-0.0144,-0.0016,-0.0074,0.0118,0.0101
31-05-07,0.0324,0.0033,-0.0059,-0.0033,-0.0239,0.0147,-0.0126
30-06-07,-0.0196,0.007,-0.0105,0.0052,-0.0196,0.0049,0.0006
31-07-07,-0.0372,-0.0305,-0.0368,0.0284,0.0073,0.0026,-0.0116
31-08-07,0.0094,-0.0033,-0.0187,-0.0003,0.0343,-0.0127,-0.0057
30-09-07,0.0322,-0.0244,-0.0217,0.0443,-0.0098,-0.0049,-0.0294
31-10-07,0.0179,-0.0003,-0.0287,0.0503,-0.0166,-0.0033,0.0006
30-11-07,-0.048,-0.0291,-0.0109,0.0112,0.0552,0.0175,-0.0036
31-12-07,-0.0087,0.0018,-0.0051,0.0656,-0.0098,0.009,-0.0107
31-01-08,-0.0632,-0.0063,0.04,-0.0774,0.0368,0.0212,0.0206
29-02-08,-0.0309,-0.0064,-0.0072,0.0613,-0.009,0.0107,-0.0097
31-03-08,-0.0094,0.0059,0.0031,0.0425,0.0191,0.0089,0.0047
30-04-08,0.0461,-0.0116,-0.0096,-0.0033,-0.0731,0.0181,-0.0256
31-05-08,0.0187,0.0304,-0.015,0.0339,-0.0376,0.0092,0.0014
30-06-08,-0.0843,0.0116,-0.0251,0.1271,0.0084,0.0498,-0.0069
31-07-08,-0.0075,0.0371,0.052,-0.0502,0.017,-0.0136,0.0099
31-08-08,0.0153,0.0328,0.0152,-0.0448,-0.0124,0.0183,0.0066
30-09-08,-0.0935,0.0038,0.0566,0.0086,0.1506,0.024,0.017
31-10-08,-0.172,-0.0306,-0.0189,0.0787,0.0985,0.0273,0.0138
30-11-08,-0.0774,-0.04,-0.0621,0.0728,0.1234,0.0467,0.0239
31-12-08,0.0177,0.0333,0.0005,-0.0509,-0.0402,0.0003,-0.0152
31-01-09,-0.0809,-0.0209,-0.1102,-0.0236,-0.0524,0,-0.0116
28-02-09,-0.1014,-0.0117,-0.066,0.0436,-0.041,0.0101,-0.0062
31-03-09,0.0901,0.0059,0.0348,-0.1183,-0.0535,-0.0258,-0.02
30-04-09,0.1017,0.0714,0.0538,-0.3434,-0.1642,0.0134,0.005
31-05-09,0.052,-0.0224,0.0041,-0.1253,-0.0014,-0.0081,-0.0199
30-06-09,0.0042,0.0227,-0.0276,0.0545,-0.0217,-0.0141,-0.0037
31-07-09,0.0774,0.0231,0.0489,-0.0554,-0.1233,-0.0026,0.0308
31-08-09,0.0333,-0.001,0.076,-0.091,-0.123,-0.0285,0.033
30-09-09,0.0408,0.0272,0.0115,-0.0487,-0.0682,0.0115,0.0034
31-10-09,-0.0255,-0.0485,-0.0417,0.0249,0.073,0.0422,-0.0148
30-11-09,0.0558,-0.0276,-0.0033,0.0039,-0.0217,0.009,0
31-12-09,0.0274,0.0614,-0.0011,0.03,-0.0555,0.0071,-0.0009
31-01-10,-0.0335,0.004,0.0033,-0.0533,0.0198,-0.0108,0.0051
28-02-10,0.0339,0.0149,0.0318,0.0369,-0.0551,-0.0029,0.0142
31-03-10,0.063,0.0183,0.0219,0.0357,-0.0743,-0.0061,0.0174
30-04-10,0.02,0.0496,0.0296,0.0316,-0.0605,0.0061,0.0175
31-05-10,-0.079,0.0008,-0.0248,-0.002,0.0421,0.013,-0.0024
30-06-10,-0.0557,-0.0242,-0.0473,-0.027,0.0784,-0.001,-0.0158
31-07-10,0.0692,0.0004,-0.005,0.0178,-0.065,0.0017,0.0202
31-08-10,-0.0477,-0.0306,-0.0173,0.0004,0.0828,0.006,-0.016
30-09-10,0.0955,0.0365,-0.0302,0.0138,-0.0613,-0.0019,0.0038
31-10-10,0.0387,0.0073,-0.0246,0.0146,-0.0359,0.0128,-0.0038
30-11-10,0.0059,0.0354,-0.009,0.0273,-0.0521,0.0032,0.0179
31-12-10,0.0682,0.0097,0.0356,-0.03,-0.0468,-0.0342,0.0317
31-01-11,0.0198,-0.0231,0.0061,-0.003,-0.0114,-0.0064,0.0081
28-02-11,0.0348,0.0165,0.0118,0.0188,-0.0018,-0.0183,0.0084
31-03-11,0.0046,0.0256,-0.0184,0.0345,0.0132,0.0173,-0.0007
30-04-11,0.029,-0.0053,-0.0244,0.0005,0.0005,0.0112,-0.0086
31-05-11,-0.0127,-0.0072,-0.0185,-0.006,0.0455,0.0192,-0.0143
30-06-11,-0.0174,0.0006,-0.002,0.0182,0.0035,0.0227,-0.0142
31-07-11,-0.0235,-0.0111,-0.0091,0.002,0.0138,0.0268,-0.0173
31-08-11,-0.0596,-0.0309,-0.0243,-0.0027,0.1239,0.0341,-0.0026
30-09-11,-0.0757,-0.0349,-0.0153,-0.024,0.128,0.0199,0.0015
31-10-11,0.1134,0.0325,0.0006,-0.014,-0.1418,-0.0225,-0.0073
30-11-11,-0.0027,-0.003,-0.0052,0.0388,0.0512,0.0194,0.0144
31-12-11,0.0075,-0.0029,0.0154,0.0183,0.0455,0.0106,0.0247
31-01-12,0.0505,0.0202,-0.0093,-0.0801,-0.1135,-0.0206,-0.0148
29-02-12,0.044,-0.0167,0.0042,-0.0026,-0.0418,-0.0036,-0.0008
31-03-12,0.0311,-0.0048,0.0119,0.0131,-0.0102,-0.0061,0.007
30-04-12,-0.0084,-0.005,-0.0077,0.0372,0.0268,0.013,0.0066
31-05-12,-0.0617,-0.0008,-0.0095,0.0644,0.1069,0.0203,0.0236
30-06-12,0.039,0.0089,0.0055,-0.011,0.0319,-0.0106,0.0045
31-07-12,0.0079,-0.0281,-0.0006,0.03,0.0488,0.0104,0.0001
31-08-12,0.0254,0.0044,0.0123,-0.0235,-0.0662,-0.015,-0.0086
30-09-12,0.0273,0.0057,0.0162,-0.0113,-0.0047,-0.013,0.0156
31-10-12,-0.0176,-0.0083,0.0352,0.0005,-0.0324,-0.014,0.0252
30-11-12,0.0078,0.004,-0.0086,0.0053,-0.0021,0.0038,0.0081
31-12-12,0.0118,0.0192,0.0348,-0.0293,-0.0799,-0.0172,0.008
31-01-13,0.0557,0.0042,0.0101,-0.0182,-0.0145,-0.0201,0.0152
28-02-13,0.0129,-0.0025,0.0021,0.0123,0.0262,-0.0059,0.0061
31-03-13,0.0403,0.0088,-0.0022,0.0192,0.003,0.0027,0.0141
30-04-13,0.0156,-0.0224,0.0044,0.0022,0.0064,0.0039,0.0043
31-05-13,0.0281,0.0204,0.0267,-0.0201,-0.0698,-0.02,-0.0095
30-06-13,-0.012,0.0154,-0.0005,0.0043,0.0238,-0.0028,-0.0006
31-07-13,0.0565,0.0175,0.0058,0.0174,-0.0294,-0.0135,0.0057
31-08-13,-0.0271,-0.0003,-0.0273,0.0004,-0.0174,0.0071,-0.0217
30-09-13,0.0377,0.0265,-0.0118,0.0302,-0.029,-0.0054,-0.0132
31-10-13,0.0417,-0.015,0.0122,0.0002,0.0071,0.0275,0.0089
30-11-13,0.0312,0.0144,0.0019,0.0039,-0.0158,0.0026,0.0006
31-12-13,0.028,-0.0044,0,0.0002,-0.0234,-0.0058,0.0008
31-01-14,-0.033,0.006,-0.0199,0.0161,0.0011,-0.0391,-0.0154
28-02-14,0.0468,0.0013,-0.0035,0.0213,-0.0167,-0.0025,-0.0054
31-03-14,0.0041,-0.0113,0.049,-0.0327,0.0189,0.0202,0.0192
30-04-14,-0.0019,-0.0407,0.0122,-0.0382,0.0394,0.034,0.0093
31-05-14,0.0204,-0.0186,-0.001,0.0089,-0.0045,-0.0009,-0.0096
30-06-14,0.0261,0.0306,-0.0071,0.0065,-0.0151,-0.0183,-0.0191
31-07-14,-0.0203,-0.042,-0.0008,-0.0017,0.0223,0.0093,0.0051
31-08-14,0.0424,0.0029,-0.0057,0.0083,-0.003,-0.0064,-0.0069
30-09-14,-0.0196,-0.0366,-0.0147,0.006,0.0596,0.012,-0.0059
31-10-14,0.0251,0.0366,-0.0163,-0.0021,0.0374,-0.0039,0.0021
30-11-14,0.0256,-0.023,-0.0313,0.0069,0.0435,0.0157,0.0014
31-12-14,-0.0005,0.0283,0.0212,0.0103,-0.002,-0.0121,0.009
31-01-15,-0.0309,-0.0093,-0.0345,0.0374,0.0614,0.0158,-0.0164
28-02-15,0.0614,0.0036,-0.0179,-0.031,-0.0574,-0.011,-0.0175
31-03-15,-0.0109,0.0308,-0.0038,0.027,0.0072,0.0007,-0.0062
30-04-15,0.006,-0.0301,0.018,-0.0727,-0.0213,0.0005,-0.0062
31-05-15,0.0138,0.0082,-0.0111,0.0568,0.0184,-0.0176,-0.0083
30-06-15,-0.0154,0.029,-0.0082,0.0301,0.008,0.0035,-0.0154
31-07-15,0.0157,-0.0458,-0.0416,0.0997,0.0604,0.0031,-0.0244
31-08-15,-0.0602,0.0029,0.0275,-0.0216,0.0098,0.0066,0.0129
30-09-15,-0.0306,-0.028,0.0055,0.0524,0.0683,0.018,-0.0059
31-10-15,0.0775,-0.0206,-0.0047,-0.0319,-0.0072,0.0095,0.0061
30-11-15,0.0057,0.033,-0.0043,0.0229,-0.0157,-0.0265,-0.0106
31-12-15,-0.0215,-0.0295,-0.0257,0.0334,0.0636,0.0034,0.0012
31-01-16,-0.0574,-0.0344,0.0208,0.016,0.1019,0.0278,0.0305
29-02-16,-0.0007,0.0087,-0.0061,-0.0435,0.0187,0.0331,0.0194
31-03-16,0.0695,0.01,0.0122,-0.0504,-0.0443,0.0068,0.0001
30-04-16,0.0091,0.0123,0.0322,-0.0598,-0.0514,-0.0285,0.0177
31-05-16,0.0178,-0.0062,-0.0162,0.0147,0.0077,-0.011,-0.0254
30-06-16,-0.0003,0.0042,-0.0149,0.042,0.0631,0.0145,0.019
31-07-16,0.0394,0.0247,-0.0124,-0.0331,-0.0461,0.0131,-0.0116
31-08-16,0.0049,0.0166,0.0317,-0.0341,-0.0786,-0.0185,-0.0036
30-09-16,0.0027,0.0181,-0.0119,0.0026,-0.0211,-0.0218,0.0003
31-10-16,-0.0201,-0.0402,0.0411,0.0051,0.0027,0.0099,0.0025
30-11-16,0.0485,0.0696,0.0829,-0.0477,-0.1578,-0.0024,0.0371
31-12-16,0.0181,0.0044,0.0347,-0.0027,0.0082,0.0124,-0.0032
31-01-17,0.0194,-0.0144,-0.0276,-0.0093,-0.0023,-0.0051,-0.0106
28-02-17,0.0355,-0.023,-0.015,-0.0151,0.011,0.0045,-0.018
31-03-17,0.0017,0.0075,-0.0333,-0.0097,0.0149,0.0063,-0.0095
30-04-17,0.0108,0.0041,-0.0205,0.0048,0.0171,0.0179,-0.016
31-05-17,0.0107,-0.0299,-0.0382,0.015,0.0419,0.0099,-0.0166
30-06-17,0.0078,0.0252,0.015,-0.001,-0.055,-0.0226,0.0004
31-07-17,0.0188,-0.0164,-0.0023,0.0163,-0.0034,-0.0075,-0.0015
31-08-17,0.0018,-0.0183,-0.0213,0.0331,0.0045,0.002,-0.0238
30-09-17,0.0249,0.0476,0.0315,-0.0135,-0.0703,-0.0154,0.0163
31-10-17,0.0225,-0.0191,0.0013,0.0421,-0.0008,0.0092,-0.0314
30-11-17,0.0312,-0.0038,-0.0009,-0.0094,0.008,0.0319,-0.001
31-12-17,0.0106,-0.0105,0.0005,-0.0155,-0.0142,0.0073,0.0179
31-01-18,0.0558,-0.0321,-0.0132,0.0408,-0.0289,-0.0075,-0.0105
28-02-18,-0.0364,0.0034,-0.011,0.0368,-0.0122,0.0053,-0.0236
31-03-18,-0.0235,0.0361,-0.0021,-0.012,0.0097,-0.0041,0.0008
30-04-18,0.0029,0.0089,0.0053,0.0045,-0.0089,-0.0242,0.0124
31-05-18,0.0263,0.0471,-0.0314,0.0391,-0.0282,-0.0198,-0.0149
30-06-18,0.0049,0.0077,-0.0233,-0.0226,0.0403,0.0083,0.002
31-07-18,0.032,-0.0193,0.0049,-0.0143,-0.013,0.0153,0.0031
31-08-18,0.0346,0.0065,-0.0391,0.053,-0.0095,-0.0029,-0.0257
30-09-18,0.0006,-0.0249,-0.0162,-0.0008,0.0318,0.0065,0.0136
31-10-18,-0.0764,-0.0438,0.0338,-0.0206,0.0999,0.0103,0.036
30-11-18,0.0171,-0.0081,0.0036,-0.014,0.0028,-0.0061,0.004
31-12-18,-0.0955,-0.0281,-0.0192,0.0176,0.056,-0.0003,0.0024
31-01-19,0.0836,0.0291,-0.0039,-0.0862,-0.0756,-0.0073,-0.0165
28-02-19,0.0342,0.0172,-0.0266,0.005,-0.0065,0.0016,-0.0154
31-03-19,0.011,-0.0352,-0.0414,0.0224,0.0477,0.0088,-0.009
30-04-19,0.0397,-0.0115,0.0213,-0.0291,-0.0377,0.0161,-0.0218
31-05-19,-0.0692,-0.0156,-0.0245,0.0755,0.0695,-0.0048,0.0176
30-06-19,0.0692,0.0037,-0.0064,-0.0224,-0.0272,0.0089,-0.0042
31-07-19,0.0122,-0.0182,0.005,0.0292,0.0096,-0.0013,0.0037
31-08-19,-0.0255,-0.0325,-0.0477,0.0751,0.0811,0.0053,-0.0062
30-09-19,0.0142,0.0029,0.0676,-0.0674,-0.0071,0.0182,0.0338
31-10-19,0.0207,0.0025,-0.0192,0.0013,-0.028,0.0043,-0.0103
30-11-19,0.0387,0.0039,-0.02,-0.0254,-0.0607,-0.0164,-0.0114
31-12-19,0.0276,0.0099,0.0173,-0.0222,-0.0193,0.0005,0.0119
31-01-20,-0.0009,-0.0437,-0.0622,0.0602,0.026,-0.0119,-0.0219
29-02-20,-0.0815,0.0008,-0.0382,-0.0028,-0.002,-0.0143,-0.0253
31-03-20,-0.1335,-0.0818,-0.1383,0.0821,0.1141,-0.0161,0.0119
30-04-20,0.1358,0.0257,-0.0134,-0.0548,-0.0855,0.0276,-0.0102
31-05-20,0.0559,0.0192,-0.05,0.0016,-0.0628,0.0096,-0.0316
30-06-20,0.0244,0.0195,-0.0217,-0.0083,-0.0717,0.0014,0.0055
31-07-20,0.0583,-0.0319,-0.0144,0.0771,-0.0259,0.0038,0.0097
31-08-20,0.0762,-0.0089,-0.0302,0.0046,-0.0337,0.0427,-0.0151
30-09-20,-0.0364,-0.0001,-0.0272,0.0319,0.0082,-0.0138,-0.0193
31-10-20,-0.0208,0.0467,0.0425,-0.0314,-0.0691,-0.0077,-0.0057
30-11-20,0.1244,0.0712,0.0209,-0.1255,-0.1498,-0.0225,0.0128
31-12-20,0.0463,0.0493,-0.0168,-0.0237,-0.0478,-0.0197,-0.0006
31-01-21,-0.0007,0.0681,0.0322,0.0431,-0.0516,-0.0365,0.0497
28-02-21,0.0281,0.045,0.072,-0.079,-0.1026,0.0033,-0.0199
31-03-21,0.0316,-0.0084,0.0735,-0.0611,0.0971,0.0635,0.0352
30-04-21,0.0497,-0.0316,-0.0102,0.0123,-0.0204,0.0243,-0.0272
31-05-21,0.0029,0.0127,0.0704,0.0056,0.0251,0.0234,0.0301
30-06-21,0.0273,-0.003,-0.0786,0.0207,-0.0545,-0.0214,-0.0093
31-07-21,0.0134,-0.0455,-0.0179,-0.0218,0.0651,0.055,-0.0059
31-08-21,0.0295,-0.0066,-0.0023,0.0263,-0.0208,-0.0026,-0.0172
30-09-21,-0.044,0.0112,0.0512,0.0139,-0.0341,-0.0192,0.02
31-10-21,0.0663,-0.027,-0.0053,0.0332,-0.0923,0.0171,-0.0154
30-11-21,-0.0158,-0.017,-0.0037,0.0096,0.029,0.0719,0.017
31-12-21,0.0324,-0.0078,0.0326,-0.0239,0.0882,0.0488,0.0429
31-01-22,-0.0615,-0.0401,0.1286,-0.0242,0.0374,0.0077,0.0773
28-02-22,-0.0228,0.0286,0.0306,0.0166,-0.0162,-0.0203,0.0303
31-03-22,0.0308,-0.0211,-0.019,0.0294,-0.0493,-0.015,0.0321
30-04-22,-0.0941,-0.0035,0.0618,0.05,0.0737,0.0341,0.0592
31-05-22,-0.0033,-0.0003,0.0844,0.0254,0.0603,0.0155,0.0395
30-06-22,-0.084,0.0133,-0.06,0.0109,0.1117,0.0176,-0.0458
31-07-22,0.0957,0.0178,-0.0415,-0.0436,-0.1628,0.0077,-0.0685
31-08-22,-0.0377,0.0149,0.0018,0.0185,0.0157,-0.0478,0.0132
30-09-22,-0.0934,-0.0097,0.0003,0.0367,0.052,-0.0137,-0.0077
31-10-22,0.0786,0.0181,0.0797,0.039,0.0747,0.0327,0.0643
30-11-22,0.0469,-0.0275,0.0148,-0.017,0.0275,0.063,0.0315
31-12-22,-0.0638,-0.0019,0.0134,0.0491,0.1183,0.0032,0.0428
31-01-23,0.0659,0.0439,-0.0394,-0.1617,-0.2354,-0.0242,-0.0443
28-02-23,-0.0257,0.0058,-0.008,0.0055,-0.0954,0.0097,-0.0151
31-03-23,0.0249,-0.0689,-0.0905,-0.0235,-0.0027,0.0227,-0.021
30-04-23,0.0063,-0.0257,-0.0012,0.0176,0.0828,0.0242,0.0285
31-05-23,0.0033,-0.0043,-0.0779,-0.0088,-0.1765,-0.0178,-0.0708
30-06-23,0.0646,0.0128,-0.0013,-0.0269,-0.1031,0.0232,-0.0154
31-07-23,0.0321,0.0286,0.0406,-0.0406,-0.0617,-0.0059,0.0066
31-08-23,-0.0236,-0.0365,-0.0115,0.0378,0.0105,0.0335,-0.0241
30-09-23,-0.0523,-0.0178,0.0149,0.0033,0.0542,0.0187,-0.0077
31-10-23,-0.0315,-0.0403,0.002,0.0167,0.0912,0.0241,-0.0069
30-11-23,0.0888,-0.002,0.0167,0.0256,-0.1234,-0.0373,-0.0108
31-12-23,0.0486,0.0727,0.0489,-0.0553,-0.0455,-0.0297,0.0129
31-01-24,0.0073,-0.0572,-0.0238,0.0542,0.0138,0.0067,-0.0097
29-02-24,0.0507,-0.0082,-0.0343,0.049,-0.1283,-0.0206,-0.0217
31-03-24,0.0284,-0.0121,0.0416,-0.0032,-0.0329,0.0133,0.0114
30-04-24,-0.0465,-0.0259,-0.0045,-0.0043,0.0203,0.0114,-0.0031
31-05-24,0.0432,0.0059,-0.0131,-0.0016,-0.1041,0.0317,-0.0285
30-06-24,0.028,-0.0432,-0.0336,0.0085,-0.0677,0.0056,-0.018
31-07-24,0.0122,0.0834,0.0562,-0.0235,-0.0288,0.0026,0.0028
31-08-24,0.0161,-0.0355,-0.011,0.0481,0.08,0.0076,0.0082
30-09-24,0.0173,-0.0092,-0.0277,-0.0062,-0.0771,0.002,-0.0029
31-10-24,-0.01,-0.0089,0.0086,0.03,-0.0114,-0.0148,0.0098
30-11-24,0.0649,0.0459,0.0015,0.01,-0.2043,-0.0231,-0.0205
31-12-24,-0.0315,-0.0383,-0.03,-0.003,-0.063,0.0189,-0.0121
31-01-25,0.028,-0.0123,0.0163,0.0096,-0.0027,-0.0235,-0.0324
28-02-25,-0.0243,-0.0491,0.0491,-0.0081,0.171,0.0108,0.0306
31-03-25,-0.0639,-0.0149,0.029,-0.0284,0.0961,0.0211,-0.0047
30-04-25,-0.0084,-0.0186,-0.034,0.0497,-0.0789,-0.0285,-0.0267
31-05-25,0.0606,-0.0072,-0.0288,0.0221,-0.1519,0.0129,0.0251
30-06-25,0.0486,-0.0002,-0.016,-0.0264,-0.0246,-0.032,0.0145
31-07-25,0.0198,-0.0015,-0.0127,-0.0096,-0.0842,-0.0029,-0.0208
31-08-25,0.0185,0.0488,0.0442,-0.0354,0.0391,-0.0068,0.0207
30-09-25,0.0339,-0.0218,-0.0105,0.0466,-0.072,-0.0203,-0.0222
31-10-25,0.0195,-0.0131,-0.031,0.0031,-0.0604,-0.0522,-0.0403
