Date,ret_net,ret_gross,ret_bm,turnover,tcost,ret_rf,w_US,w_UK,w_EU,w_JP,w_CH,w_AU,w_EM
2000-09-30,0.0033151356989059274,0.0033151356989059274,-0.03315693836523392,0.0,0.0,0.0051,0.08779493034710614,0.2680031742280373,-0.26448866706158203,0.44880104131166065,-0.44908596209567314,-0.08770938103064307,0.0
2000-10-31,-0.003376619197501712,-0.003376619197501712,-0.015321869419774314,0.3744197803182967,0.0,0.005600000000000001,0.09229301703425338,0.46630238634207194,-0.4607327423706791,0.2594593185493912,-0.27251531749371105,-0.08818328125882806,0.0
2000-11-30,-0.04496019702100686,-0.04496019702100686,-0.02818826191734969,0.08180049331666087,0.0,0.0051,0.09191226697211867,0.4655344086223446,-0.4833059865876641,0.2936739342112173,-0.31100463814636237,-0.10177018209266096,0.0
2000-12-31,-0.022152346527531553,-0.022152346527531553,0.02434948321520647,0.4118709086890784,0.0,0.005,0.285820431982052,0.5038286449434205,-0.5103232592294566,-0.08673647359280182,-0.31370114917508335,0.0989594585443378,0.0
2001-01-31,0.025871412348072803,0.025871412348072803,0.010555943009654012,0.2134266539836389,0.0,0.0054,0.29636976685146804,0.47628899009930026,-0.2851961246970766,-0.09577409654793222,-0.46308244446626196,0.0972653211085753,0.0
2001-02-28,-0.0009690758331555652,-0.0009690758331555652,-0.048795867360239,0.01819318008474253,0.0,0.0038,0.2548990731280626,0.4359267879393236,-0.2503719891735805,-0.08890449949619028,-0.4423520259493841,0.08983357771861314,0.0
2001-03-31,-0.0020381577682129087,-0.0020381577682129087,-0.04922215763514304,0.572631604965707,0.0,0.0042,0.4444856645307565,0.08890363388681664,-0.08753054601716347,-0.27556185379192394,-0.4241188405400043,0.25178378416330566,0.0
2001-04-30,0.0050066102554883335,0.0050066102554883335,0.038953114457780824,0.3931433252758742,0.0,0.0039000000000000003,0.5145238395518951,0.1026900918406068,-0.5276695196164207,-0.10457410994286903,-0.2951740555832048,0.31521036400548097,0.0
2001-05-31,0.03047855865233277,0.03047855865233277,-0.008216110784206476,0.24606754635632902,0.0,0.0032,0.48398363072503375,0.09246262176677647,-0.4506743701855495,-0.2893065591680205,-0.09544885984627899,0.28946209536037154,0.0
2001-06-30,0.029423419192418098,0.029423419192418098,-0.021359090411263826,0.02569975227026748,0.0,0.0028000000000000004,0.45669763138448577,0.09067103601608695,-0.4532663677775895,-0.2648136491827071,-0.09058837453849722,0.2907231432906392,0.0
2001-07-31,0.03173290155543737,0.03173290155543737,0.003869245207709149,0.4055694264160372,0.0,0.003,0.478483099526739,0.2875178383639529,-0.2869305900480479,-0.44522314810751334,-0.09520364800553291,0.09308934982583962,0.0
2001-08-31,-0.035433841303869576,-0.035433841303869576,-0.00915581979293889,0.7770001826244812,0.0,0.0031,0.44246495360651455,-0.09337515244638411,0.27025823840251784,-0.4578733835336168,0.09390363150459094,-0.290812128837492,0.0
2001-09-30,-0.0034716210429620586,-0.0034716210429620586,-0.042868814854046255,0.2033595185118189,0.0,0.0028000000000000004,0.4200110551119933,0.08469931749247092,0.24188435655490576,-0.425852156381368,-0.08497936961414952,-0.23923482420681455,0.0
2001-10-31,0.021506851916708786,0.021506851916708786,0.013630637349292485,0.550995754897502,0.0,0.0022,0.4659092453269809,-0.09304896045392898,0.09526901791033675,-0.46443729259027183,-0.2790286311622129,0.2968434728858048,0.0
2001-11-30,0.05616803154116202,0.05616803154116202,0.022979445001815035,0.03144519987703291,0.0,0.0017000000000000001,0.4870968418251142,-0.09154384518187696,0.0947309518875632,-0.4468457240504377,-0.2769971183923453,0.2897269254531446,0.0
2001-12-31,0.03904021833034552,0.03904021833034552,-0.008954777577066197,0.05667458033312279,0.0,0.0015,0.4401542854025252,-0.08922601215205345,0.089594823845399,-0.4005408348786083,-0.26311170512422744,0.2621696612373105,0.0
2002-01-31,0.015913610249644626,0.015913610249644626,-0.02468739554286603,0.5318102491078012,0.0,0.0014000000000000002,0.416575869166723,-0.24285893117069765,0.23719996475511795,-0.38992810991387894,0.08005568272162142,-0.08513086530924119,0.0
2002-02-28,-0.023461791239154702,-0.023461791239154702,-0.0020207261760197825,0.18671097126947306,0.0,0.0013,0.41284644747275234,-0.25201698786741533,0.08417211906884643,-0.44398136933941373,0.2601358374948894,-0.08461783806881379,0.0
2002-03-31,-0.004573176367358859,-0.004573176367358859,0.02205047615427369,0.519417407885136,0.0,0.0013,0.43012505474010876,-0.08634032949491309,0.25781545459587824,-0.26482389656487587,0.08815650894508652,-0.4295059685886434,0.0
2002-04-30,-0.023875489558509655,-0.023875489558509655,-0.001331088822003279,0.35620297123293043,0.0,0.0015,0.3913720898885546,0.0836397478957221,-0.08252618849471101,-0.2626648462214124,0.2572605171395124,-0.4109568097661754,0.0
2002-05-31,-0.009160700792530313,-0.009160700792530313,0.01487175660052431,0.35533608867350275,0.0,0.0014000000000000002,0.4095767045605228,-0.08114905964450889,-0.24585018013624121,0.08849699843467856,0.2564805086602423,-0.43671567266722394,0.0
2002-06-30,-0.005123366944245117,-0.005123366944245117,-0.007288949609461026,0.39174051512268193,0.0,0.0013,0.42038040160632895,-0.0871508580137237,0.08879968614852637,-0.25869459568360087,0.26077284267448286,-0.42923084367625874,0.0
2002-07-31,-0.021786674116110946,-0.021786674116110946,-0.03563502705165478,0.37128531424591865,0.0,0.0015,0.25202928903969785,0.0848703917579232,-0.07672497506902409,-0.2584564849320693,0.40000944237643166,-0.42351433728907023,0.0
