Date,ret_net,ret_gross,ret_bm,turnover,tcost,ret_rf,w_US,w_AU,w_UK,w_CH,w_JP,w_EU,w_EM
2000-01-31,0.0009300889938994011,0.0009300889938994011,-0.04348608311908664,0.0,0.0,0.0040999999999999995,-1.1848418493350663,1.1315030000055815,0.7321207368247128,0.35316033672496155,-0.813965857940356,-0.2170462772859336,0.0
2000-02-29,-0.0023279168820579993,-0.0023279168820579993,-0.001212828824101564,3.452204374032759,0.0,0.0043,0.24467275984117035,0.7307326770214436,-0.2425242732712742,-1.2054820052390252,1.1980657800574166,-0.7277928552917892,0.0
2000-03-31,0.022310795919888004,0.022310795919888004,0.05442926311149998,0.012966694494575243,0.0,0.004699999999999999,0.24853838427939182,0.7280098379157257,-0.24766474341369143,-1.1865160474064134,1.21574839464007,-0.7358050300951948,0.0
2000-04-30,0.03911026853206217,0.03911026853206217,-0.038301109449248694,0.5276303061106493,0.0,0.0046,-0.23353084725803452,0.7085340177440783,0.23126105253099363,-1.1846040236567807,1.1891011826009006,-0.671651113429095,0.0
2000-05-31,-0.03455258806655869,-0.03455258806655869,-0.011619824387154143,1.434054681410578,0.0,0.005,0.1322543165378542,1.3243800052670536,0.5110484034938746,-1.0527068235111958,-0.2673637340450776,-0.6821647558090673,0.0
2000-06-30,-0.009916527982475044,-0.009916527982475044,0.030136117069895274,0.4268495969185928,0.0,0.004,0.13233296376189446,1.3008126844539,0.5259333722461452,-1.0546629940331627,-0.6492807249545466,-0.26505182945670536,0.0
2000-07-31,-0.01177205285219002,-0.01177205285219002,-0.023792266927673333,0.27576862464649154,0.0,0.0048,0.0622506860425129,1.1770085407810487,0.7942884230792076,-1.055923655096965,-0.6874035887812138,-0.30199245887678067,0.0
2000-08-31,-0.034469261934434337,-0.034469261934434337,0.01687493416937813,1.2344340616870817,0.0,0.005,-0.13645183993256907,0.6734587105248779,1.0320265765848218,-1.357267793040317,0.26578764051892134,-0.5120225565901685,0.0
2000-09-30,0.04430584676831144,0.04430584676831144,-0.03315693836523392,0.12918505072247682,0.0,0.0051,-0.14151538240435352,0.7062367017835403,1.1661643788492742,-1.4046583869341953,0.2846059806901135,-0.5665274452160666,0.0
2000-10-31,-0.016108256365257652,-0.016108256365257652,-0.015321869419774314,0.5310592749214492,0.0,0.005600000000000001,-0.5344022919654798,0.6648496512205663,1.0460489595617972,-1.332346777525873,0.2677226919288233,-0.12798048958509098,0.0
2000-11-30,-0.024248706477005454,-0.024248706477005454,-0.02818826191734969,0.01750335333101792,0.0,0.0051,-0.54150096255106,0.665550161291447,1.0610847706303703,-1.3401666057019295,0.26933860881752636,-0.1385546789633589,0.0
2000-12-31,0.0123825962959762,0.0123825962959762,0.02434948321520647,0.4238491740721454,0.0,0.005,-0.5343405588855618,0.263819322194431,1.1050114803590538,-1.3364420021798489,0.6569939147235655,-0.14265955991566293,0.0
2001-01-31,-0.018426372461611,-0.018426372461611,0.010555943009654012,1.4507327198142725,0.0,0.0054,-0.3520665897826095,-1.194619038451842,1.3065227726123618,-0.7742088585310372,0.9261883274216598,0.06975701426985585,0.0
2001-02-28,-0.02156756058883952,-0.02156756058883952,-0.048795867360239,2.9607159390450017,0.0,0.0038,0.3643913671071874,-0.9383857518700599,0.7826048099376617,1.2260883012645376,-1.3845302986001422,-0.07173598842802473,0.0
2001-03-31,0.004600597336268322,0.004600597336268322,-0.04922215763514304,0.4363443414607471,0.0,0.0042,0.33821698558787194,-0.6742374176754051,0.8283801691978723,1.3688775544004,-1.6949393382754274,-0.16169735589904216,0.0
2001-04-30,-0.045551631060361614,-0.045551631060361614,0.038953114457780824,0.027796725687286222,0.0,0.0039000000000000003,0.3291145879835132,-0.6696979389007165,0.8266659909607017,1.3211173712372386,-1.6872686207503171,-0.16548302159078082,0.0
2001-05-31,-0.01392319317014998,-0.01392319317014998,-0.008216110784206476,1.8744157777931014,0.0,0.0032,0.8464737460400571,-1.408702828405021,-0.2787891668627741,1.4148622106810105,-0.8551466397254384,0.26737948510201565,0.0
2001-06-30,0.02047078192459709,0.02047078192459709,-0.021359090411263826,0.3700218137623973,0.0,0.0028000000000000004,0.8178248782964179,-1.6319075714430193,-0.16153210391685488,1.3221222426018238,-0.6542701148762877,0.3282334512625183,0.0
2001-07-31,0.0035008723928940874,0.0035008723928940874,0.003869245207709149,1.7912368968489971,0.0,0.003,1.6101090207569637,-1.562993731141548,-0.9682050081069364,0.9419041002620682,0.3106993294838428,-0.32801283886149624,0.0
2001-08-31,-0.038458583049494205,-0.038458583049494205,-0.00915581979293889,0.6690336453789836,0.0,0.0031,1.6076613502777628,-1.6008379167937345,-0.9854649793361598,0.3189896641670081,0.9549823841508237,-0.3337890855151946,0.0
2001-09-30,0.030574735761679173,0.030574735761679173,-0.042868814854046255,0.7252210335365114,0.0,0.0028000000000000004,1.5931081396476534,-1.5544410108358946,-0.9394482512855469,-0.3121757288604185,0.932687779827187,0.3108438072686989,0.0
2001-10-31,0.02611203988617182,0.02611203988617182,0.013630637349292485,0.4218178875145399,0.0,0.0022,1.4606301546168468,-1.7873381131788528,-0.7257952294957009,-0.18260009730759852,0.897373806584915,0.3638415186665635,0.0
2001-11-30,-0.01889150372481509,-0.01889150372481509,0.022979445001815035,0.6142984677767385,0.0,0.0017000000000000001,1.3554592111790296,-1.7380430528417437,-0.6749028363629535,0.34190417615282914,0.8675253243938521,-0.1708343262458279,0.0
